minute,timestamp,participant_id,player,team,level,kills,deaths,assists,cs,gold,wards_placed,wards_destroyed,item_ids
20,2026-08-01T11:30:23.659Z,3,Chovy,Gen.G,12,4,1,0,179,7849,9,6,"[1056,1082,3100,1058,3363,3145]"
20,2026-08-01T11:30:23.659Z,4,Ruler,Gen.G,12,0,1,2,202,7737,11,0,"[1055,3142,3363,3047,1018,3144,1038,2055]"
20,2026-08-01T11:30:23.659Z,5,Duro,Gen.G,8,2,1,2,24,5642,39,9,"[3364,2525,3158,3067,2055,2055]"
20,2026-08-01T11:30:23.659Z,6,Siwoo,Dplus KIA,13,1,2,3,176,7345,10,3,"[1055,3047,6631,3363,3044,1028,1036]"
20,2026-08-01T11:30:23.659Z,7,Lucid,Dplus KIA,13,4,0,2,165,8777,12,5,"[6610,3111,3071,1029,2055,2055,1036]"
20,2026-08-01T11:30:23.659Z,8,ShowMaker,Dplus KIA,14,2,2,1,223,9038,7,10,"[1082,6657,3364,3111,3152,2055,3147]"
20,2026-08-01T11:30:23.659Z,9,Smash,Dplus KIA,13,1,1,0,224,8838,8,3,"[1055,3363,3078,3004,1036,1036,3047]"
20,2026-08-01T11:30:23.659Z,10,Career,Dplus KIA,8,0,2,4,45,5428,32,17,"[3364,1001,2031,6610,2055,2055,1028]"
21,2026-08-01T11:31:23.613Z,1,Kiin,Gen.G,14,1,3,2,199,8264,9,1,"[1055,3009,3363,3078,2021,1028,1037]"
21,2026-08-01T11:31:23.613Z,2,Canyon,Gen.G,13,0,2,2,176,7468,10,8,"[2525,3364,3047,2055,2502]"
21,2026-08-01T11:31:23.613Z,3,Chovy,Gen.G,13,4,1,0,195,8329,9,6,"[1056,1082,3100,1058,3363,3145]"
21,2026-08-01T11:31:23.613Z,4,Ruler,Gen.G,13,0,2,2,216,8172,12,0,"[1055,3142,3363,3047,1018,3144,1038,2055]"
21,2026-08-01T11:31:23.613Z,5,Duro,Gen.G,8,2,1,2,26,5854,44,11,"[3364,2525,3158,3067,2055]"
21,2026-08-01T11:31:23.613Z,6,Siwoo,Dplus KIA,13,1,2,3,182,7612,11,3,"[1055,3047,6631,3363,3044,1028,1036]"
21,2026-08-01T11:31:23.613Z,7,Lucid,Dplus KIA,13,4,0,3,175,9301,13,7,"[6610,3111,3071,1029,2055,2055,1036]"
21,2026-08-01T11:31:23.613Z,8,ShowMaker,Dplus KIA,15,2,2,1,239,9636,8,10,"[1082,6657,3364,3111,3152,3147]"
21,2026-08-01T11:31:23.613Z,9,Smash,Dplus KIA,14,2,1,0,242,9876,8,3,"[1055,3363,3078,1036,1036,3047]"
21,2026-08-01T11:31:23.613Z,10,Career,Dplus KIA,8,0,2,5,48,5777,37,20,"[3364,1001,2031,6610,1028]"
22,2026-08-01T11:32:23.674Z,1,Kiin,Gen.G,15,1,3,2,211,8616,10,1,"[1055,3009,3363,3078,3053]"
22,2026-08-01T11:32:23.674Z,2,Canyon,Gen.G,13,0,2,2,179,7644,11,9,"[2525,3364,3047,2502]"
22,2026-08-01T11:32:23.674Z,3,Chovy,Gen.G,13,4,2,0,195,8461,9,6,"[1082,3100,3363,1056,4645]"
22,2026-08-01T11:32:23.674Z,4,Ruler,Gen.G,13,0,2,2,224,8483,13,1,"[1055,3142,3363,3047,3097]"
22,2026-08-01T11:32:23.674Z,5,Duro,Gen.G,9,2,1,2,26,6030,47,11,"[3364,2525,3158,3067]"
22,2026-08-01T11:32:23.674Z,6,Siwoo,Dplus KIA,14,1,2,4,190,7931,11,3,"[1055,3047,6631,3363,3044,2021,1042]"
22,2026-08-01T11:32:23.674Z,7,Lucid,Dplus KIA,13,4,0,4,175,9489,15,7,"[6610,3111,3071,1029,1036]"
22,2026-08-01T11:32:23.674Z,8,ShowMaker,Dplus KIA,15,3,2,1,240,10263,8,10,"[1082,6657,3364,3111,3152,3147,3108]"
22,2026-08-01T11:32:23.674Z,9,Smash,Dplus KIA,14,2,1,1,244,10186,8,3,"[1055,3363,3078,1036,1036,3047]"
22,2026-08-01T11:32:23.674Z,10,Career,Dplus KIA,8,0,2,6,48,5999,38,20,"[3364,1001,2031,6610,1028]"
23,2026-08-01T11:33:23.722Z,1,Kiin,Gen.G,15,1,3,2,223,9016,10,3,"[1055,3009,3363,3078,3053]"
23,2026-08-01T11:33:23.722Z,2,Canyon,Gen.G,13,0,2,2,186,7956,11,10,"[2525,3364,3047,2502]"
23,2026-08-01T11:33:23.722Z,3,Chovy,Gen.G,13,4,2,0,205,8790,11,6,"[1082,3100,3363,1056,4645,2055]"
23,2026-08-01T11:33:23.722Z,4,Ruler,Gen.G,13,0,2,2,236,9037,13,1,"[1055,3142,3363,3047,3097]"
23,2026-08-01T11:33:23.722Z,5,Duro,Gen.G,9,2,1,2,26,6206,49,11,"[3364,2525,3158,3067,2055,2055,1033]"
23,2026-08-01T11:33:23.722Z,6,Siwoo,Dplus KIA,14,1,2,4,206,8364,12,3,"[1055,3047,6631,3363,3044,2021,1042]"
23,2026-08-01T11:33:23.722Z,7,Lucid,Dplus KIA,14,4,0,4,184,9886,17,8,"[6610,3111,3071,2055,2019]"
23,2026-08-01T11:33:23.722Z,8,ShowMaker,Dplus KIA,15,3,2,1,251,10596,8,10,"[1082,6657,3364,3111,3152,3147,3108]"
23,2026-08-01T11:33:23.722Z,9,Smash,Dplus KIA,14,2,1,1,254,10545,10,4,"[1055,3363,3078,3047,3134,1037,2055]"
23,2026-08-01T11:33:23.722Z,10,Career,Dplus KIA,9,0,2,6,49,6191,41,20,"[3364,1001,2031,6610,2021,2055]"
24,2026-08-01T11:34:23.817Z,1,Kiin,Gen.G,15,1,3,2,223,9138,11,3,"[1055,3009,3363,3078,3053,1028,1036]"
24,2026-08-01T11:34:23.817Z,2,Canyon,Gen.G,13,0,3,2,187,8135,11,10,"[2525,3364,3047,2502,2055,2055,1033]"
24,2026-08-01T11:34:23.817Z,3,Chovy,Gen.G,14,4,2,0,221,9228,12,6,"[1082,3100,3363,1056,4645]"
24,2026-08-01T11:34:23.817Z,4,Ruler,Gen.G,14,0,2,2,249,9476,14,2,"[1055,3142,3363,3047,3097]"
24,2026-08-01T11:34:23.817Z,5,Duro,Gen.G,9,2,1,2,27,6418,53,12,"[3364,2525,3158,3067,1033]"
24,2026-08-01T11:34:23.817Z,6,Siwoo,Dplus KIA,14,1,2,4,217,8719,12,3,"[1055,3047,6631,3363,3044,2021,1042]"
24,2026-08-01T11:34:23.817Z,7,Lucid,Dplus KIA,14,4,0,5,192,10340,18,8,"[6610,3111,3071,2019]"
24,2026-08-01T11:34:23.817Z,8,ShowMaker,Dplus KIA,15,3,2,2,252,10836,8,11,"[1082,6657,3364,3111,3152,3147,3108]"
24,2026-08-01T11:34:23.817Z,9,Smash,Dplus KIA,14,2,1,1,265,10930,11,5,"[1055,3363,3078,3047,3134,1037]"
24,2026-08-01T11:34:23.817Z,10,Career,Dplus KIA,9,1,2,6,50,6752,44,21,"[3364,1001,2031,6610,2021,2055,2055,1028]"
25,2026-08-01T11:35:23.688Z,1,Kiin,Gen.G,15,2,3,2,229,9747,11,3,"[1055,3009,3363,3078,3053,3044,2055]"
25,2026-08-01T11:35:23.688Z,2,Canyon,Gen.G,14,0,3,2,201,8594,11,10,"[2525,3364,3047,2502,2055,2055,1033]"
25,2026-08-01T11:35:23.688Z,3,Chovy,Gen.G,14,4,2,0,228,9517,13,6,"[1082,3100,3363,1056,4645]"
25,2026-08-01T11:35:23.688Z,4,Ruler,Gen.G,14,0,2,2,263,9907,14,2,"[1055,3142,3363,3047,3097,3086,1042]"
25,2026-08-01T11:35:23.688Z,5,Duro,Gen.G,10,2,1,3,27,6794,57,12,"[3364,2525,3158,3067,1033,2055,1029]"
25,2026-08-01T11:35:23.688Z,6,Siwoo,Dplus KIA,15,1,3,4,220,9049,12,4,"[1055,3047,6631,3363,3073,1036,2055]"
25,2026-08-01T11:35:23.688Z,7,Lucid,Dplus KIA,15,4,0,5,210,11069,18,8,"[6610,3111,3071,2019,1038,2055]"
25,2026-08-01T11:35:23.688Z,8,ShowMaker,Dplus KIA,16,3,2,2,261,11354,8,12,"[1082,6657,3364,3111,3152,8010,2055,2055]"
25,2026-08-01T11:35:23.688Z,9,Smash,Dplus KIA,15,2,1,1,280,11762,11,6,"[1055,3363,3078,3047,6676,2055,2055]"
25,2026-08-01T11:35:23.688Z,10,Career,Dplus KIA,10,1,2,6,52,7139,50,23,"[3364,1001,2031,6610,2021,2055,1028]"
26,2026-08-01T11:36:23.615Z,1,Kiin,Gen.G,16,3,3,2,249,11014,12,3,"[1055,3009,3363,3078,3053,3044]"
26,2026-08-01T11:36:23.615Z,2,Canyon,Gen.G,15,0,3,3,212,9203,12,10,"[2525,3364,3047,2502,2055,1033]"
26,2026-08-01T11:36:23.615Z,3,Chovy,Gen.G,14,4,2,0,232,9718,13,6,"[1082,3100,3363,1056,4645,1058]"
26,2026-08-01T11:36:23.615Z,4,Ruler,Gen.G,14,0,2,2,274,10294,14,2,"[1055,3142,3363,3047,3097,3086,1042]"
26,2026-08-01T11:36:23.615Z,5,Duro,Gen.G,10,2,1,3,27,6976,60,12,"[3364,2525,3158,3067,1033,2055,1029]"
26,2026-08-01T11:36:23.615Z,6,Siwoo,Dplus KIA,15,1,3,4,226,9350,14,4,"[1055,3047,6631,3363,3073,1036]"
26,2026-08-01T11:36:23.615Z,7,Lucid,Dplus KIA,16,4,0,5,225,11675,19,9,"[6610,3111,3071,2019,1038]"
26,2026-08-01T11:36:23.615Z,8,ShowMaker,Dplus KIA,16,3,3,2,265,11582,9,12,"[1082,6657,3364,3111,3152,8010,2055]"
26,2026-08-01T11:36:23.615Z,9,Smash,Dplus KIA,16,2,1,1,297,12427,12,6,"[1055,3363,3078,3047,6676,2055]"
26,2026-08-01T11:36:23.615Z,10,Career,Dplus KIA,10,1,2,6,53,7415,50,24,"[3364,1001,2031,6610,2021,2055,2055,1028]"
27,2026-08-01T11:37:23.874Z,1,Kiin,Gen.G,16,4,4,2,253,11963,14,3,"[1055,3009,3363,3078,3053,3071]"
27,2026-08-01T11:37:23.874Z,2,Canyon,Gen.G,15,0,3,3,213,9365,13,11,"[2525,3364,3047,2502,3211,1028]"
27,2026-08-01T11:37:23.874Z,3,Chovy,Gen.G,15,4,2,0,250,10301,13,7,"[1082,3100,3363,1056,4645,1058]"
27,2026-08-01T11:37:23.874Z,4,Ruler,Gen.G,15,0,2,2,287,10772,14,3,"[1055,3142,3363,3047,3097,3086,1042]"
27,2026-08-01T11:37:23.874Z,5,Duro,Gen.G,11,2,2,4,27,7352,64,12,"[3364,2525,3158,3067,1033,1029]"
27,2026-08-01T11:37:23.874Z,6,Siwoo,Dplus KIA,15,1,3,4,236,9719,14,4,"[1055,3047,6631,3363,3073,1036]"
27,2026-08-01T11:37:23.874Z,7,Lucid,Dplus KIA,16,5,0,6,233,12507,23,9,"[6610,3111,3071,3026]"
27,2026-08-01T11:37:23.874Z,8,ShowMaker,Dplus KIA,16,4,3,3,265,12156,9,12,"[1082,6657,3364,3111,3152,8010,1011]"
27,2026-08-01T11:37:23.874Z,9,Smash,Dplus KIA,16,2,1,3,302,12980,12,6,"[1055,3363,3078,3047,6676,2055,1036]"
27,2026-08-01T11:37:23.874Z,10,Career,Dplus KIA,10,1,3,7,53,7723,53,24,"[3364,1001,6610,2021,2055,1028,1037]"
28,2026-08-01T11:38:24.137Z,1,Kiin,Gen.G,17,4,4,2,258,12217,14,3,"[1055,3009,3363,3078,3053,3071,2055]"
28,2026-08-01T11:38:24.137Z,2,Canyon,Gen.G,15,0,3,4,217,9724,13,11,"[2525,3364,3047,2502,3211,1028,2055,2055]"
28,2026-08-01T11:38:24.137Z,3,Chovy,Gen.G,15,5,3,0,250,10825,13,7,"[1082,3100,3363,4645,1058,1058]"
28,2026-08-01T11:38:24.137Z,4,Ruler,Gen.G,15,0,2,3,301,11432,14,3,"[1055,3142,3363,3047,3097,3094,1036,2055,2055]"
28,2026-08-01T11:38:24.137Z,5,Duro,Gen.G,11,2,2,4,28,7566,65,13,"[3364,2525,3158,3190,2055,2055]"
28,2026-08-01T11:38:24.137Z,6,Siwoo,Dplus KIA,16,1,3,4,249,10352,15,4,"[1055,3047,6631,3073,3133,1037,3364]"
28,2026-08-01T11:38:24.137Z,7,Lucid,Dplus KIA,17,5,0,7,241,13113,23,9,"[6610,3111,3071,3026,2055,2055,3155]"
28,2026-08-01T11:38:24.137Z,8,ShowMaker,Dplus KIA,16,4,4,4,265,12383,9,12,"[6657,3364,3111,3152,8010,1011,1026]"
28,2026-08-01T11:38:24.137Z,9,Smash,Dplus KIA,16,3,1,3,318,13982,13,9,"[1055,3363,3078,3047,6676,2055,2055,3035]"
28,2026-08-01T11:38:24.137Z,10,Career,Dplus KIA,10,1,3,7,53,7902,55,24,"[3364,1001,6610,2021,2055,1028,1037]"
29,2026-08-01T11:39:23.762Z,1,Kiin,Gen.G,17,4,5,4,274,12800,16,3,"[1055,3009,3363,3078,3053,3071]"
29,2026-08-01T11:39:23.762Z,2,Canyon,Gen.G,15,0,3,5,220,9983,14,14,"[2525,3364,3047,2502,3211,1028,2055]"
29,2026-08-01T11:39:23.762Z,3,Chovy,Gen.G,15,7,4,0,257,11793,14,7,"[1082,3100,3363,4645,1058,1058]"
29,2026-08-01T11:39:23.762Z,4,Ruler,Gen.G,15,0,2,5,306,11866,15,4,"[1055,3142,3363,3047,3097,3094,1036,2055]"
29,2026-08-01T11:39:23.762Z,5,Duro,Gen.G,11,2,2,6,28,7856,70,13,"[3364,2525,3158,3190]"
29,2026-08-01T11:39:23.762Z,6,Siwoo,Dplus KIA,17,1,4,5,258,10692,15,4,"[1055,3047,6631,3073,3133,1037,3364]"
29,2026-08-01T11:39:23.762Z,7,Lucid,Dplus KIA,17,5,0,8,253,13559,25,9,"[6610,3111,3071,3026,2055,3155]"
29,2026-08-01T11:39:23.762Z,8,ShowMaker,Dplus KIA,17,4,4,6,266,12588,9,13,"[6657,3364,3111,3152,8010,1011,1026]"
29,2026-08-01T11:39:23.762Z,9,Smash,Dplus KIA,17,5,1,3,331,14916,15,10,"[1055,3363,3078,3047,6676,3035]"
29,2026-08-01T11:39:23.762Z,10,Career,Dplus KIA,11,1,4,8,56,8221,59,27,"[3364,1001,6610,2021,1028,1037]"
30,2026-08-01T11:40:23.670Z,1,Kiin,Gen.G,17,4,5,4,274,12923,16,3,"[1055,3009,3363,3078,3053,3071,3044]"
30,2026-08-01T11:40:23.670Z,2,Canyon,Gen.G,15,0,4,5,220,10106,15,14,"[2525,3364,3047,2502,3211,2055,2055,3067]"
30,2026-08-01T11:40:23.670Z,3,Chovy,Gen.G,15,7,4,0,257,11926,14,7,"[1082,3100,3363,4645,3089,2055]"
30,2026-08-01T11:40:23.670Z,4,Ruler,Gen.G,16,0,2,5,321,12367,16,4,"[1055,3142,3363,3047,3097,3094,1036,1018]"
30,2026-08-01T11:40:23.670Z,5,Duro,Gen.G,11,2,3,6,28,8033,71,13,"[3364,2525,3158,3190,2055,1028]"
30,2026-08-01T11:40:23.670Z,6,Siwoo,Dplus KIA,17,1,4,5,258,10819,15,4,"[1055,3047,6631,3073,3133,1037,3364]"
30,2026-08-01T11:40:23.670Z,7,Lucid,Dplus KIA,18,5,0,10,258,14144,26,9,"[6610,3111,3071,3026,3155,2055,2055]"
30,2026-08-01T11:40:23.670Z,8,ShowMaker,Dplus KIA,17,5,4,7,266,13290,9,13,"[6657,3364,3111,3152,8010,3116,2055]"
30,2026-08-01T11:40:23.670Z,9,Smash,Dplus KIA,17,6,1,4,348,16521,16,10,"[1055,3363,3078,3047,6676,3035]"
30,2026-08-01T11:40:23.670Z,10,Career,Dplus KIA,11,1,4,8,56,8397,62,27,"[3364,1001,6610,3053,2055]"
31,2026-08-01T11:41:23.882Z,1,Kiin,Gen.G,18,4,5,4,281,13210,16,3,"[1055,3009,3363,3078,3053,3071,3044]"
31,2026-08-01T11:41:23.882Z,2,Canyon,Gen.G,15,0,4,5,226,10398,15,14,"[2525,3364,3047,2502,3211,2055,2055,3067]"
31,2026-08-01T11:41:23.882Z,3,Chovy,Gen.G,15,7,4,0,263,12193,16,9,"[1082,3100,3363,4645,3089]"
31,2026-08-01T11:41:23.882Z,4,Ruler,Gen.G,16,0,2,5,334,12853,16,4,"[1055,3142,3363,3047,3097,3094,1018,3123]"
31,2026-08-01T11:41:23.882Z,5,Duro,Gen.G,11,2,3,6,31,8304,74,16,"[3364,2525,3158,3190,2055,1028]"
31,2026-08-01T11:41:23.882Z,6,Siwoo,Dplus KIA,17,1,4,5,270,11260,15,5,"[1055,3047,6631,3073,3133,1037,3364]"
31,2026-08-01T11:41:23.882Z,7,Lucid,Dplus KIA,18,5,0,10,268,14516,28,11,"[6610,3111,3071,3026,3155,2055]"
31,2026-08-01T11:41:23.882Z,8,ShowMaker,Dplus KIA,17,5,4,7,275,13622,10,14,"[6657,3364,3111,3152,8010,3116]"
31,2026-08-01T11:41:23.882Z,9,Smash,Dplus KIA,17,6,1,4,353,17044,16,10,"[3363,3078,3047,6676,3036,1038,1055]"
31,2026-08-01T11:41:23.882Z,10,Career,Dplus KIA,11,1,4,8,56,8649,67,27,"[3364,1001,6610,3053]"
32,2026-08-01T11:42:23.808Z,1,Kiin,Gen.G,18,4,5,4,282,13362,17,4,"[1055,3009,3363,3078,3053,3071,3044]"
32,2026-08-01T11:42:23.808Z,2,Canyon,Gen.G,16,0,4,5,230,10645,17,16,"[2525,3364,3047,2502,3211,3067]"
32,2026-08-01T11:42:23.808Z,3,Chovy,Gen.G,15,7,4,0,264,12350,16,9,"[1082,3100,3363,4645,3089]"
32,2026-08-01T11:42:23.808Z,4,Ruler,Gen.G,16,0,2,5,339,13122,16,4,"[1055,3142,3363,3047,3097,3094,1018,3123]"
32,2026-08-01T11:42:23.808Z,5,Duro,Gen.G,11,2,3,6,31,8480,78,16,"[3364,2525,3158,3190,2055,3067]"
32,2026-08-01T11:42:23.808Z,6,Siwoo,Dplus KIA,17,1,4,5,272,11622,15,5,"[1055,3047,6631,3073,3133,1037,3364]"
32,2026-08-01T11:42:23.808Z,7,Lucid,Dplus KIA,18,5,0,10,272,14918,30,11,"[6610,3111,3071,3026,3155]"
32,2026-08-01T11:42:23.808Z,8,ShowMaker,Dplus KIA,17,5,4,7,277,13938,10,15,"[6657,3364,3111,3152,8010,3116]"
32,2026-08-01T11:42:23.808Z,9,Smash,Dplus KIA,18,6,1,4,362,17629,17,10,"[3363,3078,3047,6676,3036,1038,1055]"
32,2026-08-01T11:42:23.808Z,10,Career,Dplus KIA,12,1,4,8,58,9030,69,29,"[3364,1001,6610,3053]"
33,2026-08-01T11:43:24.143Z,1,Kiin,Gen.G,18,4,6,4,283,13557,17,4,"[1055,3009,3363,3078,3053,3071,2021]"
33,2026-08-01T11:43:24.143Z,2,Canyon,Gen.G,16,1,4,5,230,11890,17,16,"[2525,3364,3047,2502,3065,2055,2055]"
33,2026-08-01T11:43:24.143Z,3,Chovy,Gen.G,16,7,4,1,268,12698,16,9,"[1082,3100,3363,4645,3089]"
33,2026-08-01T11:43:24.143Z,4,Ruler,Gen.G,16,0,3,5,342,13357,16,4,"[1055,3142,3363,3047,3097,3094,1018,3123]"
33,2026-08-01T11:43:24.143Z,5,Duro,Gen.G,12,2,4,7,31,8765,80,16,"[3364,2525,3158,3190,3067,2055,1029]"
33,2026-08-01T11:43:24.143Z,6,Siwoo,Dplus KIA,18,2,4,5,280,12715,15,5,"[1055,3047,6631,3073,3364,6333,2055]"
33,2026-08-01T11:43:24.143Z,7,Lucid,Dplus KIA,18,5,1,13,273,15740,30,11,"[6610,3111,3071,3026,3155]"
33,2026-08-01T11:43:24.143Z,8,ShowMaker,Dplus KIA,18,6,4,8,279,14656,10,15,"[6657,3364,3111,3152,8010,3116]"
33,2026-08-01T11:43:24.143Z,9,Smash,Dplus KIA,18,7,1,6,368,18817,17,10,"[3363,3078,3047,6676,3036,1038,1055]"
33,2026-08-01T11:43:24.143Z,10,Career,Dplus KIA,13,1,4,10,62,9646,69,30,"[3364,1001,6610,3053]"
34,2026-08-01T11:43:29.795Z,1,Kiin,Gen.G,18,4,6,4,283,13569,17,4,"[1055,3009,3363,3078,3053,3071,2021]"
34,2026-08-01T11:43:29.795Z,2,Canyon,Gen.G,16,1,4,5,230,11902,17,16,"[2525,3364,3047,2502,3065,2055,2055]"
34,2026-08-01T11:43:29.795Z,3,Chovy,Gen.G,16,7,4,1,268,12710,16,9,"[1082,3100,3363,4645,3089]"
34,2026-08-01T11:43:29.795Z,4,Ruler,Gen.G,16,0,3,5,342,13369,16,4,"[1055,3142,3363,3047,3097,3094,1018,3123]"
34,2026-08-01T11:43:29.795Z,5,Duro,Gen.G,12,2,4,7,31,8782,80,16,"[3364,2525,3158,3190,3067,2055,1029]"
34,2026-08-01T11:43:29.795Z,6,Siwoo,Dplus KIA,18,2,4,5,280,12727,16,5,"[1055,3047,6631,3073,3364,6333]"
34,2026-08-01T11:43:29.795Z,7,Lucid,Dplus KIA,18,5,1,13,273,15752,30,11,"[6610,3111,3071,3026,3155]"
34,2026-08-01T11:43:29.795Z,8,ShowMaker,Dplus KIA,18,6,4,8,279,14668,10,15,"[6657,3364,3111,3152,8010,3116]"
34,2026-08-01T11:43:29.795Z,9,Smash,Dplus KIA,18,7,1,6,370,18861,17,10,"[3363,3078,3047,6676,3036,1038,1055]"
34,2026-08-01T11:43:29.795Z,10,Career,Dplus KIA,13,1,4,10,62,9664,69,30,"[3364,1001,6610,3053]"
