timestamp,elapsed_sec,game_state,participant_id,player,team,level,kills,deaths,assists,cs,gold,current_health,max_health
2026-08-01T11:10:19.494Z,-4.301,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.661Z,-4.134,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:19.695Z,-4.1,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.137Z,-0.658,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.157Z,-0.638,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.163Z,-0.632,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.167Z,-0.628,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.171Z,-0.624,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.175Z,-0.62,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.179Z,-0.616,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.182Z,-0.613,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.183Z,-0.612,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.185Z,-0.61,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.188Z,-0.607,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.189Z,-0.606,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,1,Kiin,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,2,Canyon,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,3,Chovy,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,4,Ruler,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,5,Duro,Gen.G,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,9,Smash,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.235Z,-0.56,in_game,10,Career,Dplus KIA,1,0,0,0,0,0,0,0
2026-08-01T11:10:23.254Z,-0.541,in_game,1,Kiin,Gen.G,1,0,0,0,0,500,540,540
2026-08-01T11:10:23.254Z,-0.541,in_game,2,Canyon,Gen.G,1,0,0,0,0,500,630,630
2026-08-01T11:10:23.254Z,-0.541,in_game,3,Chovy,Gen.G,1,0,0,0,0,500,655,655
2026-08-01T11:10:23.254Z,-0.541,in_game,4,Ruler,Gen.G,1,0,0,0,0,500,655,655
2026-08-01T11:10:23.254Z,-0.541,in_game,5,Duro,Gen.G,1,0,0,0,0,500,640,640
2026-08-01T11:10:23.254Z,-0.541,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,500,710,710
2026-08-01T11:10:23.254Z,-0.541,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,500,645,645
2026-08-01T11:10:23.254Z,-0.541,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,500,630,630
2026-08-01T11:10:23.254Z,-0.541,in_game,9,Smash,Dplus KIA,1,0,0,0,0,500,610,610
2026-08-01T11:10:23.254Z,-0.541,in_game,10,Career,Dplus KIA,1,0,0,0,0,500,680,680
2026-08-01T11:10:24.155Z,0.36,in_game,1,Kiin,Gen.G,1,0,0,0,0,500,540,540
2026-08-01T11:10:24.155Z,0.36,in_game,2,Canyon,Gen.G,1,0,0,0,0,500,650,650
2026-08-01T11:10:24.155Z,0.36,in_game,3,Chovy,Gen.G,1,0,0,0,0,500,720,720
2026-08-01T11:10:24.155Z,0.36,in_game,4,Ruler,Gen.G,1,0,0,0,0,500,720,720
2026-08-01T11:10:24.155Z,0.36,in_game,5,Duro,Gen.G,1,0,0,0,0,500,705,705
2026-08-01T11:10:24.155Z,0.36,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,500,710,710
2026-08-01T11:10:24.155Z,0.36,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,500,710,710
2026-08-01T11:10:24.155Z,0.36,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,500,695,695
2026-08-01T11:10:24.155Z,0.36,in_game,9,Smash,Dplus KIA,1,0,0,0,0,500,675,675
2026-08-01T11:10:24.155Z,0.36,in_game,10,Career,Dplus KIA,1,0,0,0,0,500,745,745
2026-08-01T11:10:24.256Z,0.461,in_game,1,Kiin,Gen.G,1,0,0,0,0,500,540,540
2026-08-01T11:10:24.256Z,0.461,in_game,2,Canyon,Gen.G,1,0,0,0,0,500,650,650
2026-08-01T11:10:24.256Z,0.461,in_game,3,Chovy,Gen.G,1,0,0,0,0,500,720,720
2026-08-01T11:10:24.256Z,0.461,in_game,4,Ruler,Gen.G,1,0,0,0,0,500,720,720
2026-08-01T11:10:24.256Z,0.461,in_game,5,Duro,Gen.G,1,0,0,0,0,500,705,705
2026-08-01T11:10:24.256Z,0.461,in_game,6,Siwoo,Dplus KIA,1,0,0,0,0,500,710,710
2026-08-01T11:10:24.256Z,0.461,in_game,7,Lucid,Dplus KIA,1,0,0,0,0,500,710,710
2026-08-01T11:10:24.256Z,0.461,in_game,8,ShowMaker,Dplus KIA,1,0,0,0,0,500,695,695
